2,9,381.88,261.53
3,9,381.77,262.25
4,9,381.16,260.76
5,9,380.71,258.17
6,9,380.26,257.56
7,9,379.85,257.35
8,9,379.12,259.36
9,9,378.88,259.96
10,9,378.32,261.62
11,9,378.00,259.95
12,9,377.73,257.82
13,9,377.07,257.39
14,9,376.66,259.22
15,9,376.52,259.71
16,9,376.46,259.66
17,9,376.25,258.72
18,9,375.94,258.02
19,9,374.53,258.74
20,9,373.36,259.37
21,9,372.91,259.56
22,9,372.58,260.07
23,9,371.81,260.14
24,9,371.27,261.59
25,9,371.03,261.92
26,9,370.76,261.61
27,9,370.70,261.41
28,9,370.50,261.86
29,9,370.24,262.40
30,9,370.16,262.04
31,9,370.01,261.87
32,9,369.19,260.77
33,9,368.88,260.43
34,9,368.25,259.62
35,9,367.87,259.63
36,9,367.56,259.53
37,9,367.45,259.82
38,9,367.52,260.21
39,9,367.56,260.37
40,9,367.60,260.73
41,9,367.58,260.90
42,9,367.51,260.83
43,9,367.44,260.92
44,9,366.94,261.89
45,9,366.76,262.32
46,9,365.71,265.06
47,9,365.26,264.89
48,9,364.90,265.17
49,9,364.19,265.33
50,9,363.90,266.19
51,9,363.80,266.49
52,9,364.05,266.78
53,9,364.56,267.49
54,9,364.99,267.97
55,9,365.88,268.52
56,9,366.00,268.90
57,9,366.04,269.05
58,9,366.00,268.92
59,9,365.45,269.03
60,9,364.69,269.03
61,9,363.15,269.42
62,9,361.75,269.89
63,9,361.23,270.13
64,9,360.93,270.94
65,9,360.50,271.14
66,9,360.36,271.08
67,9,360.31,271.30
68,9,360.69,271.60
69,9,360.85,271.75
70,9,360.94,271.77
71,9,361.32,272.18
72,9,361.84,272.75
73,9,362.04,271.98
74,9,362.40,272.12
75,9,362.54,272.16
76,9,362.50,273.05
77,9,362.52,273.56
78,9,362.41,274.60
79,9,361.79,275.34
80,9,361.45,276.05
81,9,361.33,276.31
82,9,361.43,276.82
83,9,361.65,277.40
84,9,362.17,277.52
85,9,362.62,277.98
86,9,363.41,278.46
87,9,363.70,278.65
88,9,363.85,278.79
89,9,363.64,278.96
90,9,363.28,279.24
91,9,363.12,279.28
92,9,363.22,279.68
93,9,363.25,279.82
94,9,363.48,279.93
95,9,364.00,280.02
96,9,364.44,280.14
97,9,365.23,280.23
98,9,366.42,280.55
99,9,366.84,280.67
100,9,367.49,280.86
101,9,368.57,280.97
102,9,369.55,280.93
103,9,370.39,281.05
104,9,371.04,281.15
105,9,371.27,281.17
106,9,371.62,281.20
107,9,372.17,281.38
108,9,372.39,281.54
109,9,372.62,281.59
110,9,372.88,281.85
111,9,372.96,281.94
112,9,373.19,282.04
113,9,373.26,282.02
114,9,373.46,282.02
115,9,373.57,281.99
116,9,373.72,282.11
117,9,373.79,282.14
118,9,373.87,282.24
119,9,373.66,282.43
120,9,373.55,282.48
121,9,373.31,282.38
122,9,372.88,282.36
123,9,372.72,282.34
124,9,372.53,282.41
125,9,372.23,282.54
126,9,371.80,282.67
127,9,371.39,282.71
128,9,370.68,282.76
129,9,370.39,282.79
130,9,369.87,282.87
131,9,369.39,282.98
132,9,368.82,283.00
133,9,368.27,282.99
134,9,367.52,283.12
135,9,367.24,283.17
136,9,366.78,283.05
137,9,366.16,283.05
138,9,365.59,283.15
139,9,364.91,283.15
140,9,363.94,283.30
141,9,363.57,283.35
142,9,362.89,283.27
143,9,362.30,283.32
144,9,361.67,283.32
145,9,361.06,283.39
146,9,360.12,283.57
147,9,359.80,283.75
148,9,359.16,283.85
149,9,358.64,284.08
