0,1,250.69,249.18
1,1,250.58,248.43
2,1,253.95,245.76
3,1,254.98,244.95
4,1,250.95,248.49
5,1,252.13,246.53
6,1,251.50,247.46
7,1,251.20,249.49
8,1,250.92,252.82
9,1,250.82,254.04
10,1,250.47,254.51
11,1,247.53,254.90
12,1,245.44,255.16
13,1,244.17,255.19
14,1,242.63,255.53
15,1,242.11,255.63
16,1,241.85,255.79
17,1,239.16,255.83
18,1,238.39,255.93
19,1,237.19,256.00
20,1,233.97,256.29
21,1,232.78,256.37
22,1,229.00,256.91
23,1,225.44,257.75
24,1,221.74,260.83
25,1,217.52,264.20
26,1,212.57,269.08
27,1,210.71,270.93
28,1,208.12,272.20
29,1,204.78,273.01
30,1,202.08,273.47
31,1,199.81,274.05
32,1,197.09,274.20
33,1,196.12,274.21
34,1,192.88,274.11
35,1,190.12,273.55
36,1,186.66,272.37
37,1,182.85,269.33
38,1,177.64,267.20
39,1,175.63,266.34
40,1,173.55,266.23
41,1,172.41,266.40
42,1,170.59,268.60
43,1,169.31,269.72
44,1,167.72,270.30
45,1,167.19,270.49
46,1,166.69,270.62
47,1,167.15,270.51
48,1,167.78,270.19
49,1,168.51,269.08
50,1,168.84,264.41
51,1,169.07,262.68
52,1,169.25,260.54
53,1,169.75,259.47
54,1,169.64,258.81
55,1,171.41,258.58
56,1,172.35,256.77
57,1,172.75,256.05
58,1,173.63,253.90
59,1,175.33,249.75
60,1,177.26,246.64
61,1,181.98,245.31
62,1,185.69,244.63
63,1,187.08,244.38
64,1,189.53,244.26
65,1,191.80,244.32
66,1,193.35,243.70
67,1,194.41,241.97
68,1,196.99,236.51
69,1,197.87,234.47
70,1,198.62,232.82
71,1,200.53,230.18
72,1,202.05,228.57
73,1,203.41,227.64
74,1,204.09,226.83
75,1,204.28,226.62
76,1,204.30,226.23
77,1,204.69,224.51
78,1,205.57,222.96
79,1,207.27,221.50
80,1,209.63,218.23
81,1,210.48,217.23
82,1,212.31,217.11
83,1,214.19,215.96
84,1,215.96,215.26
85,1,216.66,215.02
86,1,217.69,214.57
87,1,218.03,214.43
88,1,218.61,214.53
89,1,218.90,214.57
90,1,219.45,214.47
91,1,220.40,214.46
92,1,222.71,214.13
93,1,223.51,214.03
94,1,224.33,213.80
95,1,224.88,212.89
96,1,225.75,212.78
97,1,226.61,212.77
98,1,227.00,212.75
99,1,227.10,212.74
100,1,227.56,212.91
101,1,227.86,212.96
102,1,228.10,213.14
103,1,228.21,213.16
104,1,229.38,213.35
105,1,229.91,213.42
106,1,230.34,213.43
107,1,229.35,213.51
108,1,229.11,213.67
109,1,229.13,213.80
110,1,228.80,214.36
111,1,228.66,214.58
112,1,228.20,215.56
113,1,227.75,216.75
114,1,227.56,217.67
115,1,227.44,217.90
116,1,226.66,218.03
117,1,226.40,218.07
118,1,225.87,218.12
119,1,225.23,218.28
120,1,224.86,218.40
121,1,224.77,218.28
122,1,223.19,217.84
123,1,222.60,217.67
124,1,221.76,216.73
125,1,220.39,215.20
126,1,218.63,213.57
127,1,217.81,211.36
128,1,217.12,208.81
129,1,216.89,207.90
130,1,216.22,207.24
131,1,215.60,206.81
132,1,214.94,206.76
133,1,214.25,206.73
134,1,212.79,206.73
135,1,212.31,206.73
136,1,212.97,206.73
137,1,212.86,206.22
138,1,211.58,205.61
139,1,211.28,199.56
140,1,211.09,197.19
141,1,211.03,196.41
142,1,211.10,198.06
143,1,211.69,195.86
144,1,212.60,193.08
145,1,212.51,191.53
146,1,213.78,192.87
147,1,214.24,193.42
148,1,213.91,193.49
149,1,213.91,193.78
150,1,215.52,193.62
151,1,216.57,193.67
152,1,216.10,192.83
153,1,215.93,192.51
154,1,216.68,192.31
155,1,218.33,192.59
156,1,221.08,189.74
157,1,222.66,188.58
158,1,224.48,187.96
159,1,225.12,187.67
160,1,225.92,187.80
161,1,227.12,188.27
162,1,228.39,189.07
163,1,229.56,189.38
164,1,231.51,189.55
165,1,232.22,189.61
166,1,233.59,189.57
167,1,234.99,189.99
168,1,236.23,190.09
169,1,238.47,190.74
170,1,239.69,191.42
171,1,240.11,191.72
172,1,240.27,192.22
173,1,241.96,193.05
174,1,242.37,192.82
175,1,240.91,192.58
176,1,242.47,193.49
177,1,242.97,193.65
178,1,243.03,193.19
179,1,242.68,193.61
180,1,241.13,194.79
181,1,240.37,197.34
182,1,240.40,199.91
183,1,240.42,200.99
184,1,240.72,202.52
185,1,240.39,203.00
186,1,240.20,202.98
187,1,240.49,202.68
188,1,241.82,202.68
189,1,242.31,202.64
190,1,244.10,201.19
191,1,244.92,201.98
192,1,244.24,203.19
193,1,241.73,200.35
194,1,239.12,201.20
195,1,238.18,201.51
196,1,236.67,205.88
197,1,235.86,207.75
198,1,235.50,210.87
199,1,235.56,218.02
200,1,236.44,222.56
201,1,236.75,224.56
202,1,237.76,229.55
203,1,239.65,237.67
204,1,240.36,241.60
205,1,240.94,243.42
206,1,241.27,245.77
207,1,241.36,246.54
208,1,241.24,249.90
209,1,241.68,257.18
210,1,242.10,262.83
211,1,242.08,266.25
212,1,240.88,268.16
213,1,240.33,268.74
214,1,240.03,264.62
215,1,237.98,265.74
216,1,237.57,267.40
217,1,236.58,270.68
218,1,234.40,276.94
219,1,233.53,279.34
220,1,229.99,282.44
221,1,229.33,286.24
222,1,228.47,289.89
223,1,224.21,292.29
224,1,225.12,293.98
225,1,225.52,294.50
226,1,225.09,295.01
227,1,224.19,295.31
228,1,222.84,295.80
229,1,221.82,299.47
230,1,219.19,306.36
231,1,218.24,308.98
232,1,215.89,311.43
233,1,213.22,313.78
234,1,210.48,315.11
235,1,207.60,315.76
236,1,202.31,316.40
237,1,200.37,316.53
238,1,197.41,316.62
239,1,194.71,316.79
240,1,192.06,316.62
241,1,189.37,318.59
242,1,184.05,324.80
243,1,182.08,327.12
244,1,179.31,329.51
245,1,176.34,330.52
246,1,172.22,330.66
247,1,167.19,330.73
248,1,161.10,330.42
249,1,158.95,330.25
250,1,156.33,330.12
251,1,153.18,330.87
252,1,149.50,333.22
253,1,146.25,335.75
254,1,139.58,339.97
255,1,137.14,341.57
256,1,132.81,342.50
257,1,126.91,342.94
258,1,120.14,342.74
259,1,114.02,342.54
260,1,109.41,342.37
261,1,107.84,342.27
262,1,102.28,345.03
263,1,97.44,349.75
264,1,92.93,352.69
265,1,87.83,354.69
266,1,80.50,355.58
267,1,77.91,355.80
268,1,63.80,355.86
269,1,55.62,356.29
270,1,50.55,356.08
271,1,46.80,355.28
272,1,44.68,356.70
273,1,43.48,357.38
274,1,37.51,359.80
275,1,31.82,360.74
276,1,27.24,360.95
277,1,23.01,360.79
278,1,18.36,361.30
279,1,16.81,361.43
