0,2,270.12,179.37
1,2,269.79,179.04
2,2,269.31,179.16
3,2,269.18,179.20
4,2,268.76,179.05
5,2,268.63,179.44
6,2,268.50,179.68
7,2,268.48,179.75
8,2,268.75,179.72
9,2,268.87,179.72
10,2,269.12,179.73
11,2,269.34,179.87
12,2,269.55,179.74
13,2,269.71,179.64
14,2,269.74,179.68
15,2,269.76,179.79
16,2,269.42,179.96
17,2,269.38,179.75
18,2,269.18,179.50
19,2,268.84,179.48
20,2,268.24,178.67
21,2,268.02,178.29
22,2,267.89,179.28
23,2,267.49,179.05
24,2,266.82,178.53
25,2,266.19,178.12
26,2,264.99,178.53
27,2,264.53,178.68
28,2,264.38,178.78
29,2,264.36,179.59
30,2,264.19,179.92
31,2,264.39,180.03
32,2,264.32,180.01
33,2,264.30,179.99
34,2,263.18,180.09
35,2,263.59,180.22
36,2,263.07,180.35
37,2,263.88,180.18
38,2,263.21,180.38
39,2,263.00,180.45
40,2,263.51,180.34
41,2,263.28,180.09
42,2,261.29,180.65
43,2,262.41,181.03
44,2,262.96,181.82
45,2,263.21,182.14
46,2,263.89,181.86
47,2,263.63,182.36
48,2,263.93,182.69
49,2,264.45,182.66
50,2,264.01,182.79
51,2,263.72,182.78
52,2,264.59,182.66
53,2,265.80,182.45
54,2,265.86,182.58
55,2,266.20,182.73
56,2,266.70,182.74
57,2,266.88,182.80
58,2,267.86,182.78
59,2,267.88,183.03
60,2,268.08,183.19
61,2,269.71,183.10
62,2,270.81,183.49
63,2,271.19,183.63
64,2,271.04,183.73
65,2,270.86,183.77
66,2,270.80,183.75
67,2,270.94,183.83
68,2,271.42,183.86
69,2,271.58,183.88
70,2,271.87,184.01
71,2,272.26,184.08
72,2,272.83,184.32
73,2,273.44,184.46
74,2,274.77,184.68
75,2,275.25,184.79
76,2,276.02,184.83
77,2,276.81,184.85
78,2,277.63,184.93
79,2,278.46,184.91
80,2,279.88,185.01
81,2,280.39,185.04
82,2,281.16,185.16
83,2,282.15,185.39
84,2,283.06,185.17
85,2,284.24,184.82
86,2,285.74,184.86
87,2,286.31,184.90
88,2,287.24,185.13
89,2,287.86,185.29
