0,2,259.49,132.69,21.26,46.68,0.91,-1,-1,-1
1,2,259.16,132.35,21.26,46.69,0.91,-1,-1,-1
2,2,258.63,132.29,21.35,46.87,0.91,-1,-1,-1
3,2,258.48,132.27,21.39,46.93,0.91,-1,-1,-1
4,2,258.06,132.11,21.41,46.94,0.91,-1,-1,-1
5,2,257.74,131.67,21.78,47.77,0.92,-1,-1,-1
6,2,257.58,131.74,21.85,47.94,0.92,-1,-1,-1
7,2,257.65,132.32,21.66,47.43,0.92,-1,-1,-1
8,2,257.90,132.29,21.71,47.43,0.92,-1,-1,-1
9,2,257.99,132.30,21.75,47.42,0.92,-1,-1,-1
10,2,258.33,132.82,21.58,46.91,0.92,-1,-1,-1
11,2,258.55,133.10,21.57,46.77,0.92,-1,-1,-1
12,2,258.76,132.99,21.57,46.75,0.91,-1,-1,-1
13,2,259.03,133.31,21.37,46.33,0.91,-1,-1,-1
14,2,259.09,133.37,21.31,46.31,0.90,-1,-1,-1
15,2,259.12,133.41,21.29,46.38,0.90,-1,-1,-1
16,2,258.65,132.85,21.55,47.11,0.89,-1,-1,-1
17,2,258.84,133.36,21.09,46.39,0.89,-1,-1,-1
18,2,258.99,134.41,20.38,45.09,0.89,-1,-1,-1
19,2,258.72,134.39,20.24,45.09,0.90,-1,-1,-1
20,2,258.31,133.84,19.86,44.83,0.91,-1,-1,-1
21,2,258.23,133.60,19.57,44.69,0.91,-1,-1,-1
22,2,258.07,133.69,19.65,45.59,0.90,-1,-1,-1
23,2,257.77,133.10,19.44,45.95,0.92,-1,-1,-1
24,2,257.39,133.29,18.86,45.24,0.92,-1,-1,-1
25,2,256.96,133.32,18.46,44.80,0.92,-1,-1,-1
26,2,255.51,132.24,18.96,46.29,0.90,-1,-1,-1
27,2,254.98,131.74,19.11,46.94,0.90,-1,-1,-1
28,2,254.92,131.94,18.91,46.84,0.89,-1,-1,-1
29,2,254.82,131.66,19.08,47.93,0.87,-1,-1,-1
30,2,254.64,131.30,19.09,48.62,0.87,-1,-1,-1
31,2,255.03,131.60,18.72,48.43,0.87,-1,-1,-1
32,2,254.93,130.91,18.79,49.10,0.86,-1,-1,-1
33,2,254.94,130.66,18.71,49.33,0.86,-1,-1,-1
34,2,253.42,128.64,19.52,51.45,0.86,-1,-1,-1
35,2,253.93,128.25,19.32,51.97,0.84,-1,-1,-1
36,2,253.35,127.90,19.45,52.45,0.83,-1,-1,-1
37,2,254.44,128.19,18.89,51.99,0.85,-1,-1,-1
38,2,253.73,127.70,18.97,52.68,0.83,-1,-1,-1
39,2,253.55,127.53,18.90,52.92,0.83,-1,-1,-1
40,2,254.20,127.23,18.63,53.11,0.83,-1,-1,-1
41,2,254.04,126.90,18.49,53.19,0.84,-1,-1,-1
42,2,251.70,126.42,19.18,54.23,0.86,-1,-1,-1
43,2,252.87,126.65,19.07,54.38,0.82,-1,-1,-1
44,2,253.41,126.75,19.11,55.07,0.83,-1,-1,-1
45,2,253.70,126.80,19.02,55.34,0.83,-1,-1,-1
46,2,254.57,126.63,18.65,55.23,0.85,-1,-1,-1
47,2,254.36,127.07,18.54,55.29,0.84,-1,-1,-1
48,2,254.68,126.84,18.49,55.85,0.83,-1,-1,-1
